Date,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
20/07/2019,0.0,0.0,-49.06,-101.04,-112.13,-102.04,-104.32,-94.11,-96.97,-99.28,-92.44,2523.2,3883.18,3058.34,3866.51,8034.84,3061.8,3888.68,3437.32,21.83,23.88
21/07/2019,0.0,0.0,-49.1,-101.04,-112.13,-102.04,-104.32,-94.11,-96.97,-99.28,-92.44,2492.39,3884.4,3052.44,3867.95,8036.1,3056.94,3889.08,3438.83,23.03,25.6
22/07/2019,0.0,0.0,-49.56,-101.04,-112.13,-102.04,-104.32,-94.11,-96.97,-99.28,-92.44,2465.86,3881.88,3050.42,3866.69,8031.89,3058.63,3887.06,3437.35,24.63,26.8
23/07/2019,0.0,0.0,-49.6,-101.04,-112.13,-102.04,-104.32,-94.11,-96.97,-99.28,-92.44,2440.48,3883.79,3051.65,3869.78,8037.07,3048.3,3888.79,3440.41,25.61,27.63
24/07/2019,0.0,0.0,-49.9,-101.04,-112.13,-102.04,-104.32,-94.11,-96.97,-99.28,-92.44,2415.53,3883.03,3043.26,3869.39,8037.47,3035.99,3884.94,3440.23,25.33,27.58
25/07/2019,0.0,0.0,-50.34,-101.04,-112.13,-102.04,-104.32,-94.11,-96.97,-99.28,-92.44,2384.14,3881.34,3037.14,3868.45,8034.77,3026.09,3883.82,3439.04,25.94,28.27
26/07/2019,0.0,0.0,-50.34,-101.04,-112.13,-102.04,-104.32,-94.11,-96.97,-99.28,-92.44,2360.48,3882.17,3041.03,3873.71,8037.22,3006.4,3886.96,3438.36,25.55,27.46
27/07/2019,0.0,0.2,-50.34,-101.04,-112.13,-102.04,-104.32,-94.11,-96.97,-99.28,-92.44,2347.99,3882.78,3035.09,3870.94,8036.78,3006.29,3885.01,3442.1,23.33,24.66
28/07/2019,34.0,32.6,-50.49,-101.04,-112.13,-102.04,-104.32,-93.92,-96.9,-99.0,-91.43,2325.24,3882.35,3066.05,3866.18,8009.17,3013.24,3894.7,3434.47,18.49,20.88
29/07/2019,0.0,0.0,-50.49,-101.04,-112.13,-102.4,-104.31,-93.92,-96.64,-98.83,-91.37,2214.61,3777.88,3066.23,3861.68,7994.27,2989.87,3898.22,3426.3,20.84,23.53
30/07/2019,0.0,0.0,-51.1,-101.15,-111.87,-102.4,-104.31,-93.92,-96.64,-98.83,-90.76,2295.47,3889.12,2674.26,3865.46,8000.57,2807.96,3915.04,3081.28,21.59,24.2
31/07/2019,0.0,0.0,-51.58,-101.15,-111.74,-102.4,-104.32,-93.92,-96.57,-98.83,-90.62,2264.72,3888.65,2747.63,3865.72,7687.4,2790.9,3688.06,3230.6,22.72,25.12
01/08/2019,0.0,0.0,-51.85,-101.15,-111.6,-102.4,-104.39,-93.92,-96.57,-98.83,-90.62,2239.99,3889.19,2768.51,3869.28,7607.88,2762.46,3903.95,3155.08,22.62,24.44
02/08/2019,2.4,1.6,-52.1,-101.15,-111.52,-102.4,-104.39,-93.92,-96.7,-98.83,-90.16,2214.18,3881.99,3014.35,3865.46,8019.36,2970.47,3896.89,3434.65,21.74,23.67
03/08/2019,0.0,0.0,-52.25,-101.15,-111.52,-102.4,-104.39,-93.92,-96.87,-99.2,-90.16,2192.08,3883.43,2852.24,3864.71,8009.57,3045.06,3897.68,3225.71,21.97,24.94
04/08/2019,0.0,0.0,-52.25,-101.15,-111.35,-102.4,-104.39,-93.92,-97.06,-99.05,-90.16,2172.53,3886.13,3023.32,3867.37,8014.86,2155.64,3908.23,2865.74,22.25,24.46
05/08/2019,0.0,0.0,-52.25,-101.15,-111.38,-102.4,-104.39,-93.92,-97.26,-99.05,-90.21,2147.51,3886.6,2770.02,3867.66,8014.21,2804.83,3905.5,3051.61,22.46,24.83
08/08/2019,0.0,0.0,-52.43,-101.15,-111.93,-102.4,-104.39,-93.92,-97.3,-99.88,-91.83,1944.04,3884.98,2757.92,3867.37,8009.5,2743.27,3906.47,3125.56,24.15,26.35
09/08/2019,0.0,0.0,-53.01,-101.15,-112.18,-102.4,-104.39,-93.92,-97.3,-99.88,-92.13,2060.53,3880.8,3019.68,3865.07,8003.59,3049.99,3896.1,3433.32,24.94,27.57
10/08/2019,0.0,0.0,-53.12,-101.15,-112.18,-102.4,-104.39,-93.92,-97.3,-99.88,-92.47,2027.48,3877.45,3021.37,3863.02,7997.44,3041.24,3890.7,3430.84,25.43,27.91
11/08/2019,0.0,0.0,-53.23,-101.15,-112.18,-102.4,-104.39,-93.92,-97.3,-99.88,-92.82,2009.66,3880.62,3022.45,3865.86,8000.42,3040.85,3893.69,3432.85,26.44,29.09
12/08/2019,0.0,0.0,-53.35,-101.15,-112.18,-102.4,-104.39,-93.92,-97.3,-99.88,-92.85,1993.64,3879.43,3031.31,3865.54,7996.54,3045.06,3892.9,3432.64,27.3,30.06
13/08/2019,0.0,0.0,-53.4,-101.15,-112.18,-102.4,-104.39,-93.92,-97.3,-99.88,-92.85,1977.34,3882.02,3034.73,3869.14,8001.14,3048.66,3895.49,3436.27,25.93,28.35
20/08/2019,0.0,0.0,-54.19,-101.15,-112.22,-102.4,-104.39,-93.92,-97.35,-99.7,-92.61,1877.26,3879.9,3004.63,3870.36,7989.91,3049.6,3889.26,3431.3,24.38,26.83
21/08/2019,0.0,0.0,-54.19,-101.15,-112.22,-102.4,-104.39,-93.92,-97.35,-99.47,-92.61,1661.8,3880.22,3010.43,3871.04,7988.51,2711.38,3893.44,3433.72,23.42,25.77
25/08/2019,4.8,21.2,-54.98,-101.15,-112.23,-102.4,-104.39,-93.92,-97.27,-99.37,-92.2,1787.33,3878.14,2987.35,3872.23,7981.78,3038.36,3875.98,3430.48,20.3,23.1
26/08/2019,16.4,0.0,-54.98,-101.15,-112.23,-102.4,-104.39,-93.92,-97.27,-99.79,-92.22,1771.24,3878.35,2986.24,3871.3,7978.32,2676.49,3883.18,3429.29,20.64,23.88
27/08/2019,0.2,0.8,-54.72,-101.15,-112.23,-102.4,-104.39,-93.92,-97.27,-99.79,-92.25,1579.43,3880.62,2985.66,3875.29,7982.42,2923.92,3884.15,3212.17,22.23,24.12
28/08/2019,0.0,0.0,-47.26,-101.15,-112.16,-102.4,-104.39,-93.92,-97.27,-99.79,-92.68,1511.39,3879.11,2981.88,3875.26,7982.06,2786.47,3881.48,3230.71,22.26,24.27
01/09/2019,2.0,1.4,-47.24,-101.15,-111.83,-102.4,-104.39,-93.92,-97.27,-99.71,-92.36,1534.82,3873.35,2979.0,3875.9,7979.72,2924.03,3871.66,3422.59,20.34,23.21
02/09/2019,4.8,8.4,-47.24,-101.28,-111.73,-102.4,-104.39,-93.92,-97.27,-99.71,-92.36,1529.32,3873.85,2975.76,3877.7,7980.52,2557.37,3875.69,3209.26,19.54,21.72
03/09/2019,0.4,7.4,-47.44,-101.42,-111.67,-102.4,-104.39,-93.92,-97.27,-99.86,-92.36,1522.33,3871.62,2750.04,3876.77,7616.59,2863.48,3870.18,3150.9,20.12,21.83
04/09/2019,0.0,0.0,-47.5,-101.42,-111.57,-102.4,-104.39,-93.92,-97.27,-99.97,-92.33,1518.44,3869.24,2980.3,3876.88,7974.61,2767.07,3869.17,3179.48,19.73,22.3
05/09/2019,0.0,0.0,-47.59,-101.42,-111.44,-102.4,-104.4,-93.92,-97.27,-100.08,-92.62,1515.78,3867.62,2961.4,3877.34,7718.87,2816.03,3867.52,3218.72,19.65,21.95
06/09/2019,0.0,0.0,-47.68,-101.42,-110.63,-102.4,-104.42,-93.92,-97.27,-100.16,-92.85,1509.41,3866.65,2831.87,3877.2,7720.27,2886.95,3866.8,3231.83,17.7,20.33
12/09/2019,0.0,0.0,-48.41,-101.42,-108.87,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1462.57,3861.32,2814.73,3880.01,7974.36,2994.12,3898.22,3412.37,20.58,22.77
13/09/2019,0.2,0.0,-48.71,-101.42,-108.29,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1458.04,3862.4,2792.77,3881.34,7975.12,2979.18,3898.84,3412.55,21.03,23.32
14/09/2019,0.0,0.0,-49.93,-101.42,-108.16,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1486.51,3860.21,2889.29,3880.94,7974.0,2960.57,3897.47,3411.04,19.98,22.2
15/09/2019,0.0,0.0,-52.18,-101.42,-108.02,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1536.66,3859.42,3043.84,3881.52,7975.58,2952.07,3897.18,3411.18,19.85,22.15
16/09/2019,0.0,0.0,-52.63,-101.42,-108.0,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1551.31,3859.56,3030.01,3882.96,7975.98,2938.14,3898.08,3412.66,20.05,22.18
17/09/2019,0.0,0.0,-52.63,-101.42,-108.0,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1545.08,3857.26,3035.16,3882.82,7971.8,2939.98,3895.88,3412.37,18.78,20.9
18/09/2019,1.0,2.8,-52.63,-101.42,-108.0,-102.4,-104.47,-94.18,-97.27,-100.19,-93.42,1539.54,3853.73,3035.48,3881.95,7968.42,2960.57,3892.93,3410.21,19.36,21.38
16/03/2020,0.0,0.0,-47.36,-100.79,-112.99,-102.78,-104.52,-95.1,-96.51,-98.62,-91.09,2702.77,3875.08,3121.45,3961.44,7947.54,2817.9,3896.6,3466.3,8.6,10.98
17/03/2020,0.0,0.0,-47.36,-100.79,-112.92,-102.78,-104.52,-95.1,-96.57,-98.62,-91.09,2650.25,3812.04,3073.54,3899.34,7822.98,2698.56,3829.68,3179.95,9.28,10.99
18/03/2020,0.0,0.0,-47.36,-100.79,-112.92,-102.78,-104.52,-95.1,-96.57,-98.62,-91.09,2654.93,3811.97,3073.39,3899.45,7823.88,2971.94,3824.89,3469.39,10.58,12.0
19/03/2020,0.0,0.0,-47.36,-100.79,-112.9,-102.78,-104.52,-95.1,-96.57,-98.62,-91.09,2658.82,3813.34,3074.51,3900.85,7825.57,2747.05,3826.51,3472.16,10.92,12.61
29/03/2020,0.6,0.0,-45.64,-100.59,-113.75,-101.61,-104.5,-98.05,-96.3,-97.68,-90.73,2648.81,3738.74,2942.53,3725.5,6795.94,2851.92,3765.38,3336.98,8.6,11.19
31/03/2020,0.2,0.0,-45.64,-100.84,-113.71,-101.68,-104.52,-98.3,-96.35,-97.27,-91.18,2778.98,3907.12,2572.78,3525.7,7042.0,1915.7,3419.14,2995.38,7.15,10.48
15/04/2020,0.0,0.0,-44.14,-100.56,-114.29,-102.46,-104.45,-98.08,-95.92,-97.57,-90.69,2876.58,3901.61,2532.49,3327.26,6764.9,1150.45,3925.51,3264.19,9.09,11.42
16/04/2020,0.0,0.0,-44.89,-100.56,-114.29,-102.46,-104.45,-98.08,-95.88,-97.57,-90.43,2843.1,3895.31,3097.48,3886.7,6713.46,1606.5,3923.71,2873.05,10.48,11.93
20/04/2020,15.2,15.0,-45.62,-100.46,-114.4,-102.26,-104.42,-98.54,-95.85,-97.0,-90.42,2794.64,3895.24,3177.76,3890.88,6292.62,1148.51,3932.03,3493.73,12.89,14.8
21/04/2020,1.6,2.2,-45.71,-100.46,-114.37,-102.26,-104.41,-98.46,-95.85,-97.0,-90.42,2788.67,3893.33,2970.22,3649.86,6090.7,1106.42,3935.59,3017.95,12.9,14.58
29/04/2020,4.6,3.0,-46.35,-100.04,-114.55,-102.09,-104.38,-98.64,-95.8,-97.0,-90.42,908.64,1288.4,1032.34,1298.66,2543.44,459.65,1312.7,1163.45,11.81,13.85
30/04/2020,0.2,0.2,-46.35,-100.01,-114.55,-102.09,-104.38,-98.64,-95.79,-97.0,-90.42,2716.81,3872.16,2819.66,3899.81,6556.93,1106.42,3943.26,3132.04,12.78,14.83
01/05/2020,0.0,0.0,-46.35,-100.01,-114.55,-102.09,-104.38,-98.58,-95.79,-97.0,-90.48,2699.71,3870.76,3107.27,3899.48,6493.64,1238.18,3943.3,3496.03,14.19,15.95
02/05/2020,0.0,0.0,-46.0,-100.21,-114.55,-102.09,-104.4,-98.58,-95.79,-97.0,-90.48,2218.32,3877.02,2696.29,3899.3,7632.9,2173.39,3923.17,3239.17,14.62,17.37
03/05/2020,0.0,0.0,-46.0,-100.27,-114.5,-102.09,-104.38,-98.58,-95.8,-97.0,-90.48,2250.4,3880.15,2340.11,3901.14,7263.29,2133.76,3920.47,3495.56,15.95,19.1
04/05/2020,0.0,0.0,-46.0,-100.27,-114.5,-102.09,-104.38,-98.56,-95.84,-97.0,-90.48,2750.33,3868.7,3117.53,3900.46,7220.16,1547.39,3919.93,3492.07,13.58,16.14
05/05/2020,0.0,0.0,-46.47,-100.41,-114.48,-102.04,-104.36,-98.56,-95.93,-97.0,-90.48,2598.73,3888.86,3088.69,3896.86,6762.67,2128.75,3918.89,3300.62,15.2,16.54
06/05/2020,0.0,0.0,-46.83,-100.41,-114.48,-101.98,-104.36,-98.55,-95.97,-97.54,-90.5,2639.56,3907.51,3121.02,3897.4,7059.64,1947.38,3926.52,3204.36,16.11,18.28
07/05/2020,0.0,0.0,-47.33,-100.52,-114.48,-101.98,-104.36,-98.54,-96.1,-97.54,-90.51,2604.13,3902.72,3119.72,3895.13,7626.13,1764.0,3926.92,3202.49,14.67,17.18
08/05/2020,0.0,0.0,-47.83,-100.52,-114.48,-101.98,-104.36,-98.54,-96.22,-97.54,-90.51,2576.95,3902.62,3116.09,3895.74,7105.54,1791.04,3925.19,3493.76,14.55,16.4
09/05/2020,0.0,0.0,-47.83,-100.52,-114.48,-101.98,-104.36,-98.53,-96.25,-97.54,-90.51,2561.65,3903.98,3104.75,3897.4,7201.73,2410.96,3923.24,3493.58,15.08,17.05
10/05/2020,0.0,0.2,-47.83,-100.52,-114.48,-101.98,-104.37,-98.51,-96.25,-97.54,-90.51,2555.5,3904.38,3092.08,3898.58,7356.2,2467.55,3925.26,3493.48,17.05,18.5
11/05/2020,1.6,2.2,-47.87,-100.52,-114.48,-101.98,-104.35,-98.5,-96.25,-97.54,-90.51,2533.5,3903.37,3082.54,3898.33,7509.24,2469.96,3925.76,3496.72,14.97,17.43
12/05/2020,0.0,0.0,-48.1,-100.56,-114.48,-101.98,-104.35,-98.22,-96.41,-97.52,-90.51,2497.43,3908.48,3073.72,3893.15,7207.85,2461.54,3909.35,2947.43,15.32,17.44
13/05/2020,0.0,0.0,-48.2,-100.59,-114.46,-102.29,-104.35,-98.22,-96.41,-96.92,-90.45,2327.33,3915.68,2781.76,3620.34,6545.45,2346.59,3896.86,2884.61,17.37,19.4
14/05/2020,0.0,0.0,-48.63,-100.59,-114.46,-102.29,-104.35,-98.22,-96.41,-96.91,-90.45,2476.8,3903.84,3065.11,3867.3,8007.62,2970.25,3502.98,3466.33,19.44,21.37
15/05/2020,0.0,0.0,-48.72,-100.24,-114.4,-102.29,-104.35,-99.08,-96.41,-96.91,-90.54,2414.56,3431.95,3038.9,3850.78,7484.51,2640.78,3858.88,3123.86,17.14,19.94
16/05/2020,0.0,0.0,-49.13,-100.23,-114.4,-102.21,-104.36,-99.08,-96.49,-96.91,-90.54,2385.58,3898.84,2856.71,3866.4,7625.38,2705.44,3886.67,3208.75,20.9,24.02
01/06/2020,0.0,0.0,-50.37,-100.4,-102.04,-101.99,-104.33,-99.23,-95.94,-96.92,-90.68,1530.9720000000002,3096.828,1824.516,3056.112,5758.2,1990.152,3088.908,2746.512,15.1,16.87
02/06/2020,0.0,0.0,-50.37,-100.4,-102.06,-101.99,-104.33,-98.72,-96.02,-97.99,-90.33,1906.9560000000001,3895.74,1621.944,3863.736,7312.1759999999995,2537.604,3902.9759999999997,3216.96,16.18,18.06
05/06/2020,26.6,27.4,-51.05,-100.44,-102.02,-102.26,-104.33,-98.7,-96.14,-97.99,-90.33,1856.1960000000001,3905.784,1002.7439999999999,3869.244,8001.54,1799.82,3912.264,3478.284,14.81,16.66
06/06/2020,0.2,0.0,-51.05,-100.39,-101.84,-102.26,-104.33,-98.67,-96.5,-97.99,-90.33,1827.9360000000001,3905.64,2196.216,3871.764,7169.831999999999,2197.188,3917.772,3477.492,16.86,19.37
07/06/2020,0.0,0.0,-51.55,-100.39,-101.39,-102.29,-104.33,-98.185,-96.6,-97.28,-90.42,1813.5720000000001,3913.092,2508.948,3896.208,7257.348000000001,2476.2960000000003,3922.164,3202.092,17.25,19.03
13/06/2020,2.8,2.6,-46.79,-100.3,-100.89,-101.43,-104.12,-97.79,-96.43,-97.7,-90.32,1026.828,2323.368,2720.4120000000003,3566.268,8039.016,3003.228,3959.8920000000003,3495.5640000000003,17.2,18.98
14/06/2020,0.2,0.0,-48.31,-100.28,-100.8,-101.43,-104.21,-97.36,-96.44,-97.7,-90.32,1653.3,3941.748,1750.7879999999998,3899.268,7571.088000000001,1802.4479999999999,3961.728,3493.188,16.22,18.35
15/06/2020,0.0,0.0,-48.86,-100.3,-100.845,-101.48,-104.245,-97.83,-96.21,-97.72,-90.37,1618.596,3920.616,2219.868,3900.1679999999997,7106.184,2271.456,3953.268,3490.02,16.91,19.31
16/06/2020,0.2,0.0,-48.86,-100.3,-101.0,-101.43,-104.19,-97.86,-96.19,-97.67,-90.67,1612.476,3943.0440000000003,2450.52,3917.5559999999996,6870.42,2472.192,3974.112,3211.92,17.32,20.08
17/06/2020,0.0,0.0,-49.36,-100.35,-101.11,-101.5,-104.27,-97.89,-96.41,-97.74,-90.78,1578.5279999999998,3904.344,2362.968,3871.152,7048.944,2376.72,3922.992,3461.328,17.02,19.03
18/06/2020,0.2,0.0,-49.36,-100.35,-101.15,-101.5,-104.31,-97.87,-96.2,-97.74,-90.78,1564.776,3900.78,2021.976,3871.44,7624.656,2043.612,3931.488,3461.652,16.6,18.88
19/06/2020,0.0,0.0,-49.81,-100.35,-101.16,-101.49,-104.3,-97.92,-96.06,-97.74,-90.22,1553.616,3892.14,2292.552,3586.1040000000003,7458.408,2336.868,3928.3920000000003,3205.4040000000005,16.56,18.75
20/06/2020,0.0,0.0,-49.82,-100.35,-100.955,-101.49,-104.33,-97.91,-96.26,-97.74,-90.22,1544.796,3891.42,2657.88,3870.756,7604.964,2700.4320000000002,3924.756,3458.808,18.33,21.6
21/06/2020,3.0,0.8,-49.82,-100.35,-101.09,-101.49,-104.3,-97.85,-96.09,-97.74,-90.22,1539.4679999999998,3889.296,2669.328,3871.152,7605.576,2678.4,3928.1040000000003,3456.612,18.13,20.43
22/06/2020,0.0,0.0,-49.82,-100.35,-100.89,-101.49,-104.3,-97.9,-96.25,-97.74,-91.01,1535.904,3881.9159999999997,2547.864,3871.908,7448.255999999999,2652.264,3929.0759999999996,3162.888,20.1,22.37
23/06/2020,0.0,0.0,-49.82,-100.35,-100.97,-101.49,-104.3,-98.39,-96.29,-97.74,-90.59,1532.9879999999998,3887.8920000000003,2544.9120000000003,3874.3920000000003,7551.036,2634.228,3930.9840000000004,3129.84,22.45,25.37
24/06/2020,0.0,0.0,-49.82,-100.35,-100.78,-101.49,-104.3,-98.28,-96.2,-97.74,-90.44,1525.2839999999999,3890.196,2503.224,3877.4159999999997,7961.58,2573.784,3935.988,3030.336,21.27,23.66
25/06/2020,0.0,0.0,-50.12,-100.35,-100.92,-101.41,-104.31,-98.28,-96.57,-97.74,-90.62,1520.172,3887.64,2611.656,3872.988,7647.3,2765.844,3932.4240000000004,3237.264,21.22,23.35
26/06/2020,0.0,0.0,-50.32,-100.35,-100.88,-101.49,-104.31,-97.94,-96.59,-97.74,-90.62,1516.104,3883.9320000000002,2526.516,3867.8759999999997,7949.304,2684.4120000000003,3911.8320000000003,3450.132,21.05,23.39
27/06/2020,0.0,0.0,-50.32,-100.56,-100.84,-101.59,-104.3,-97.96,-96.44,-97.78,-90.54,1491.408,3884.724,2871.864,3867.3,7590.564,2681.28,3899.772,3449.0879999999997,22.18,24.44
28/06/2020,0.0,0.0,-50.32,-100.56,-100.92,-101.59,-104.3,-98.46,-96.44,-97.78,-90.54,1485.756,3885.228,2858.4,3869.3520000000003,7944.66,2962.98,3901.032,3449.808,23.06,25.43
29/06/2020,0.0,0.0,-50.32,-100.56,-101.19,-101.59,-104.3,-98.46,-96.1,-97.78,-90.83,1479.636,3888.684,2499.444,3873.0959999999995,7947.684,2653.884,3904.776,3129.336,22.03,24.22
30/06/2020,0.0,0.0,-50.78,-100.56,-101.235,-101.59,-104.3,-98.47,-96.1,-97.78,-90.83,1470.096,3875.328,2812.3559999999998,3870.864,7941.996,2964.1679999999997,3901.9320000000002,3448.44,21.9,23.97
