Date,Rainfall_Simignano,Rainfall_Siena_Poggio_al_Vento,Rainfall_Mensano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Ponte_Orgia,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
23/11/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-8.2,-10.1,-9.0,-12.2,12.3,11.4,11.15,11.3,-222.90624,-136.9056,-227.96832
24/11/2017,0.2,0.0,0.2,0.4,0.2,0.2,0.2,0.0,0.2,0.2,-8.2,-10.5,-8.4,-12.0,12.2,11.2,11.9,10.65,-222.90624,-136.9056,-227.96832
25/11/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-8.2,-10.2,-9.8,-12.1,12.55,13.05,12.4,13.0,-222.90624,-136.9056,-227.96832
26/11/2017,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-8.2,-10.2,-9.1,-12.1,7.75,6.85,7.05,7.1,-211.76092799999998,-130.06032,-216.569904
27/11/2017,0.2,0.6,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,-8.2,-10.3,-8.8,-12.2,6.15,4.9,4.25,3.6,-222.90624,-136.9056,-227.96832
28/11/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.2,-10.2,-10.3,-12.0,3.7,5.05,4.1,1.9,-222.90624,-136.9056,-227.96832
29/11/2017,2.6,2.0,0.8,2.4,12.6,3.0,3.2,1.2,4.2,6.0,-8.2,-10.1,-10.6,-12.0,7.55,8.6,7.85,8.35,-222.90624,-136.9056,-227.96832
30/11/2017,18.0,14.8,23.8,24.2,22.0,19.8,22.4,20.6,24.0,19.4,-8.2,-10.2,-10.6,-12.0,6.25,5.3,5.85,5.15,-222.90624,-136.9056,-227.96832
01/12/2017,0.6,0.4,1.6,1.8,0.4,0.8,0.4,0.2,0.4,0.4,-8.3,-10.1,-10.6,-12.0,3.95,3.65,3.35,3.6,-183.5231301,-188.82760459999997,-188.87885119999999
02/12/2017,0.8,1.0,1.0,1.2,0.0,0.6,0.4,0.4,1.2,0.2,-8.3,-7.2,-9.5,-12.0,5.35,4.0,4.3,4.65,-183.5231301,-188.82760459999997,-188.87885119999999
03/12/2017,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,-8.3,-10.0,-8.9,-12.1,5.35,3.1,3.2,3.65,-174.3469736,-179.3862243,-179.4349086
04/12/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-8.8,-12.1,5.0,4.25,3.55,3.75,-183.5231301,-188.82760459999997,-188.87885119999999
05/12/2017,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-8.3,-10.0,-8.8,-12.0,6.95,7.9,6.4,3.8,-183.5231301,-188.82760459999997,-188.87885119999999
06/12/2017,0.4,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.4,0.0,-8.3,-10.0,-8.7,-12.1,6.85,8.15,6.7,4.95,-183.5231301,-188.82760459999997,-188.87885119999999
07/12/2017,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.2,-8.3,-10.0,-8.8,-12.0,6.9,7.85,7.1,5.05,-183.5231301,-188.82760459999997,-188.87885119999999
08/12/2017,1.4,0.6,1.4,0.2,0.0,2.2,1.0,0.6,0.6,0.8,-8.3,-10.0,-8.8,-12.1,8.75,10.05,8.5,6.1,-183.5231301,-188.82760459999997,-188.87885119999999
09/12/2017,1.6,1.2,0.8,1.2,2.8,0.6,0.4,1.4,1.2,2.0,-8.3,-10.0,-8.9,-12.1,3.8,3.95,2.9,3.05,-183.5231301,-188.82760459999997,-188.87885119999999
10/12/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.3,-12.1,4.5,5.55,4.1,3.2,-174.3469736,-179.3862243,-179.4349086
11/12/2017,10.4,3.0,3.0,10.2,24.2,10.0,6.0,2.4,15.0,2.4,-8.2,-10.0,-9.1,-12.0,12.4,12.95,11.8,14.2,-183.5231301,-188.82760459999997,-188.87885119999999
12/12/2017,9.4,3.6,13.8,10.2,5.6,4.0,6.2,7.8,3.0,3.4,-8.3,-10.0,-8.7,-12.0,10.6,10.7,9.75,11.8,-183.5231301,-188.82760459999997,-188.87885119999999
13/12/2017,14.4,15.6,12.0,11.4,17.2,14.4,15.2,13.8,14.8,16.8,-8.3,-10.0,-8.6,-12.1,8.15,8.2,8.15,8.65,-183.5231301,-188.82760459999997,-188.87885119999999
14/12/2017,1.2,3.4,0.6,1.8,1.0,3.2,1.8,1.4,1.4,0.8,-8.3,-10.0,-8.9,-12.0,9.3,10.1,8.6,9.8,-183.5231301,-188.82760459999997,-188.87885119999999
15/12/2017,1.4,2.4,0.6,0.4,0.2,0.6,0.2,2.2,0.4,0.6,-8.3,-10.0,-9.0,-12.0,9.3,9.7,8.85,8.55,-183.5231301,-188.82760459999997,-188.87885119999999
16/12/2017,5.2,5.2,8.8,4.2,12.0,4.4,4.8,21.2,4.0,13.2,-8.3,-10.0,-9.2,-12.0,5.1,6.0,5.1,4.85,-183.5231301,-188.82760459999997,-188.87885119999999
17/12/2017,2.8,13.0,0.8,1.0,11.8,6.8,15.2,3.0,12.2,9.0,-8.3,-10.0,-9.2,-12.0,5.55,4.55,3.6,3.75,-174.3469736,-179.3862243,-179.4349086
18/12/2017,0.0,0.0,0.0,0.0,1.6,0.0,0.2,0.6,0.4,0.2,-8.3,-10.0,-9.5,-12.1,2.9,4.15,2.45,1.8,-183.5231301,-188.82760459999997,-188.87885119999999
19/12/2017,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,-8.3,-10.0,-8.8,-12.0,3.4,2.6,1.95,0.75,-183.5231301,-188.82760459999997,-188.87885119999999
20/12/2017,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,-8.3,-10.0,-8.9,-12.0,3.65,2.6,2.5,2.35,-183.5231301,-188.82760459999997,-188.87885119999999
21/12/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-8.3,-10.0,-9.0,-12.0,4.75,3.15,2.8,2.15,-183.5231301,-188.82760459999997,-188.87885119999999
22/12/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.4,-12.0,6.25,6.5,7.25,3.85,-183.5231301,-188.82760459999997,-188.87885119999999
23/12/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-8.3,-10.0,-9.4,-12.1,10.2,9.75,8.95,4.45,-183.5231301,-188.82760459999997,-188.87885119999999
24/12/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,-8.3,-10.0,-9.1,-12.0,7.6,7.95,7.45,4.45,-174.3469736,-179.3862243,-179.4349086
25/12/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.4,-12.0,9.1,9.6,8.8,8.9,-183.5231301,-188.82760459999997,-188.87885119999999
26/12/2017,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.8,-12.1,8.9,10.0,8.7,9.45,-183.5231301,-188.82760459999997,-188.87885119999999
27/12/2017,11.8,5.6,4.2,15.4,10.2,5.8,5.8,4.4,8.0,4.6,-8.2,-10.0,-9.8,-12.1,7.55,8.15,6.9,8.95,-183.5231301,-188.82760459999997,-188.87885119999999
28/12/2017,40.8,19.4,26.2,31.6,35.0,28.2,28.0,19.2,30.4,20.0,-8.2,-10.0,-9.6,-12.1,3.7,3.75,3.2,4.4,-183.5231301,-188.82760459999997,-188.87885119999999
29/12/2017,0.8,2.4,0.4,1.6,4.8,0.4,0.4,1.8,2.6,1.0,-8.3,-10.0,-9.1,-12.0,5.3,4.5,4.25,4.15,-183.5231301,-188.82760459999997,-188.87885119999999
30/12/2017,1.2,0.6,1.6,0.4,0.0,1.2,0.6,0.0,0.4,0.2,-8.3,-10.0,-9.2,-12.1,3.9,6.6,4.4,4.1,-183.5231301,-188.82760459999997,-188.87885119999999
31/12/2017,1.6,1.0,1.2,1.2,0.6,2.0,1.8,0.8,2.0,1.2,-8.3,-10.0,-9.6,-12.0,8.45,10.4,9.15,8.0,-174.3469736,-179.3862243,-179.4349086
01/01/2018,3.0,0.6,1.6,3.4,1.4,0.6,0.4,0.8,1.2,0.2,-8.3,-10.0,-8.7,-12.0,9.35,10.05,9.8,8.6,-188.2917627,-204.5612154,-188.06519880000002
02/01/2018,6.2,7.0,8.4,6.0,5.4,8.2,8.0,9.6,7.6,5.8,-8.3,-10.0,-9.3,-12.1,9.8,9.15,9.0,6.9,-188.2917627,-204.5612154,-188.06519880000002
03/01/2018,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,-8.3,-10.0,-8.9,-12.0,8.55,9.75,8.85,7.05,-188.2917627,-204.5612154,-188.06519880000002
04/01/2018,0.0,0.2,2.2,4.0,0.0,0.0,0.0,0.2,0.0,0.4,-8.3,-10.0,-9.3,-12.0,9.15,10.05,8.8,4.85,-188.2917627,-204.5612154,-188.06519880000002
05/01/2018,0.8,1.2,0.4,0.2,1.0,1.4,1.4,0.8,1.0,0.8,-8.3,-10.0,-9.7,-12.1,9.4,11.7,10.15,7.5,-188.2917627,-204.5612154,-188.06519880000002
06/01/2018,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,-8.3,-10.0,-9.2,-12.0,10.65,11.1,10.25,9.35,-188.2917627,-204.5612154,-188.06519880000002
07/01/2018,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,-8.3,-10.0,-9.6,-12.0,12.5,11.75,11.15,10.05,-178.87717460000002,-194.33315459999997,-178.6619388
08/01/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.0,-12.0,14.15,14.1,12.45,10.7,-188.2917627,-204.5612154,-188.06519880000002
09/01/2018,7.4,0.4,4.6,3.2,0.2,0.2,0.4,2.8,4.2,1.4,-8.3,-10.0,-9.1,-12.0,10.2,9.95,9.45,11.45,-188.2917627,-204.5612154,-188.06519880000002
10/01/2018,4.8,4.4,3.6,6.0,5.8,3.8,5.2,9.4,9.2,5.8,-8.3,-10.0,-9.4,-12.0,7.25,8.45,7.6,7.35,-188.2917627,-204.5612154,-188.06519880000002
11/01/2018,1.2,0.0,0.0,0.6,4.0,0.2,1.8,0.0,0.4,2.4,-8.3,-10.0,-9.2,-12.0,6.45,5.9,5.45,7.25,-188.2917627,-204.5612154,-188.06519880000002
12/01/2018,9.4,10.0,2.8,1.8,10.6,7.6,9.4,1.4,4.8,13.2,-8.3,-10.0,-8.9,-12.0,7.8,5.9,7.05,7.6,-188.2917627,-204.5612154,-188.06519880000002
13/01/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.0,-12.0,7.3,5.45,6.05,5.2,-188.2917627,-204.5612154,-188.06519880000002
14/01/2018,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,-8.3,-10.0,-8.9,-12.0,5.65,4.8,4.35,4.35,-178.87717460000002,-194.33315459999997,-178.6619388
15/01/2018,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,-8.3,-10.0,-9.1,-12.0,6.5,6.05,4.6,4.6,-188.2917627,-204.5612154,-188.06519880000002
16/01/2018,2.4,1.2,1.8,1.4,0.4,2.4,2.0,2.8,1.2,2.2,-8.3,-10.0,-9.5,-12.0,9.35,9.95,8.95,7.6,-188.2917627,-204.5612154,-188.06519880000002
17/01/2018,2.0,2.6,313.0,14.0,0.2,1.2,0.4,3.6,0.8,1.6,-8.3,-10.0,-9.4,-12.0,9.25,7.95,7.9,7.6,-188.2917627,-204.5612154,-188.06519880000002
18/01/2018,0.0,0.0,29.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.1,-11.9,6.45,6.5,5.65,4.15,-188.2917627,-204.5612154,-188.06519880000002
19/01/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.1,-11.9,7.8,9.05,7.4,5.3,-188.2917627,-204.5612154,-188.06519880000002
20/01/2018,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.2,-11.9,8.6,8.15,7.85,6.5,-188.2917627,-204.5612154,-188.06519880000002
21/01/2018,5.6,2.8,5.4,3.0,2.6,4.4,2.6,5.4,3.0,1.2,-8.3,-10.0,-9.1,-12.0,10.5,10.05,9.95,8.7,-178.87717460000002,-194.33315459999997,-178.6619388
22/01/2018,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,-8.3,-10.0,-9.2,-12.0,7.0,6.55,5.2,4.1,-188.2917627,-204.5612154,-188.06519880000002
23/01/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.2,-11.9,10.9,10.15,9.75,8.25,-188.2917627,-204.5612154,-188.06519880000002
24/01/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.4,-10.0,-8.9,-11.9,9.55,9.05,8.7,6.7,-188.2917627,-204.5612154,-188.06519880000002
25/01/2018,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.2,-8.4,-10.0,-9.0,-11.9,8.35,8.8,7.95,7.05,-188.2917627,-204.5612154,-188.06519880000002
26/01/2018,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,-8.4,-10.0,-9.2,-11.9,7.35,8.1,6.55,5.8,-188.2917627,-204.5612154,-188.06519880000002
27/01/2018,0.2,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.4,0.0,-8.4,-10.0,-9.0,-11.9,11.75,10.6,10.55,9.1,-188.2917627,-204.5612154,-188.06519880000002
28/01/2018,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,-8.4,-10.0,-9.0,-11.9,11.25,10.3,9.9,8.35,-178.87717460000002,-194.33315459999997,-178.6619388
29/01/2018,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.4,0.2,-8.4,-10.0,-9.3,-11.9,10.35,9.9,9.05,7.55,-188.2917627,-204.5612154,-188.06519880000002
30/01/2018,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-8.4,-10.0,-9.2,-11.9,8.1,9.05,7.65,6.9,-188.2917627,-204.5612154,-188.06519880000002
31/01/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-8.4,-10.0,-9.4,-11.9,8.2,8.85,8.1,8.95,-188.2917627,-204.5612154,-188.06519880000002
01/02/2018,6.8,1.0,5.2,2.0,0.2,2.6,0.0,8.0,1.2,0.0,-8.4,-10.0,-9.1,-12.0,9.35,8.9,8.3,10.3,-189.5146531,-240.031102,-237.3366122
02/02/2018,47.4,35.6,21.8,50.6,61.6,37.0,45.8,29.4,41.0,38.0,-8.3,-10.0,-9.2,-12.0,7.85,6.85,7.2,9.9,-189.5146531,-240.031102,-237.3366122
03/02/2018,33.2,31.6,26.4,33.0,31.0,38.2,34.2,11.2,42.8,28.4,-8.3,-10.0,-9.2,-11.9,3.7,2.1,2.8,4.75,-189.5146531,-240.031102,-237.3366122
04/02/2018,2.8,1.2,2.8,2.2,4.0,1.2,0.8,0.0,1.4,3.4,-8.3,-10.0,-8.9,-11.9,2.85,2.95,2.75,3.7,-180.03892040000002,-228.0295469,-225.4697816
05/02/2018,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,-8.3,-10.0,-8.9,-11.9,6.6,6.7,5.85,5.45,-189.5146531,-240.031102,-237.3366122
06/02/2018,0.0,1.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-8.3,-10.0,-8.9,-11.9,5.6,4.7,4.05,4.55,-189.5146531,-240.031102,-237.3366122
07/02/2018,8.0,5.2,4.4,6.8,9.4,7.0,8.2,4.8,7.4,5.8,-8.3,-10.0,-9.0,-12.0,6.0,4.25,4.9,5.95,-189.5146531,-240.031102,-237.3366122
08/02/2018,4.2,2.2,3.0,3.0,4.8,3.2,3.2,3.2,3.6,3.4,-8.3,-10.0,-9.0,-12.0,6.3,5.65,4.85,5.6,-189.5146531,-240.031102,-237.3366122
09/02/2018,0.4,0.4,0.4,0.2,0.2,0.2,0.6,0.0,0.2,0.2,-8.3,-10.0,-9.1,-12.0,6.65,6.1,5.05,5.5,-189.5146531,-240.031102,-237.3366122
10/02/2018,0.0,0.0,0.0,0.4,0.2,0.2,0.4,0.2,0.2,0.0,-8.3,-10.0,-9.1,-12.0,6.95,5.6,5.6,4.7,-189.5146531,-240.031102,-237.3366122
11/02/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-8.3,-10.0,-9.0,-12.0,6.15,5.05,4.85,3.75,-180.03892040000002,-228.0295469,-225.4697816
12/02/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.2,-10.2,-8.8,-12.0,5.2,4.65,4.6,4.4,-189.5146531,-240.031102,-237.3366122
13/02/2018,4.4,4.4,3.0,1.2,0.4,2.6,3.2,6.0,1.8,1.8,-8.3,-10.0,-9.9,-11.9,4.45,2.55,2.95,3.55,-189.5146531,-240.031102,-237.3366122
14/02/2018,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.1,-9.1,-11.9,4.65,3.3,2.95,3.25,-189.5146531,-240.031102,-237.3366122
15/02/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-8.3,-10.1,-8.9,-12.0,4.85,3.85,3.8,3.0,-189.5146531,-240.031102,-237.3366122
16/02/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.1,-8.8,-12.0,4.8,6.8,6.0,3.55,-189.5146531,-240.031102,-237.3366122
17/02/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3,-10.0,-9.0,-12.0,6.85,7.9,7.3,4.65,-189.5146531,-240.031102,-237.3366122
18/02/2018,32.0,24.0,31.8,15.4,27.2,26.8,15.2,38.8,19.0,22.8,-8.3,-10.3,-8.7,-11.9,6.6,6.95,6.35,8.3,-180.03892040000002,-228.0295469,-225.4697816
19/02/2018,4.6,4.4,2.0,3.4,7.4,6.8,5.8,2.8,7.2,12.4,-8.2,-10.2,-9.0,-12.0,4.65,3.1,3.7,4.9,-189.5146531,-240.031102,-237.3366122
20/02/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.2,-10.1,-9.1,-12.1,3.9,2.65,2.75,3.7,-189.5146531,-240.031102,-237.3366122
21/02/2018,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,-8.2,-4.9,-8.8,-11.9,4.45,3.85,3.6,5.4,-189.5146531,-240.031102,-237.3366122
24/02/2018,9.2,8.6,8.2,7.0,4.8,10.6,11.6,16.6,13.2,3.6,-8.2,-3.4,-8.6,-12.0,7.65,7.1,6.75,8.7,-189.5146531,-240.031102,-237.3366122
25/02/2018,2.0,0.4,0.2,0.8,1.2,0.2,0.6,0.0,1.2,0.2,-8.2,-10.2,-9.2,-12.0,1.25,0.75,0.0,2.45,-180.03892040000002,-228.0295469,-225.4697816
26/02/2018,4.0,1.4,1.0,1.4,2.0,3.6,3.8,0.0,0.6,1.8,-8.2,-10.1,-9.1,-12.0,-3.55,-5.25,-4.8,-3.0,-189.5146531,-240.031102,-237.3366122
27/02/2018,7.2,2.2,2.8,5.6,3.8,4.8,4.0,0.8,5.6,0.0,-8.2,-3.8,-8.9,-12.0,-3.1,-4.3,-4.45,-3.35,-189.5146531,-240.031102,-237.3366122
04/03/2018,10.4,10.0,0.0,6.0,11.8,10.0,7.2,5.4,6.6,8.6,-8.2,-10.2,-8.9,-11.9,8.55,8.75,8.1,8.9,-186.1396745,-221.7731563,-168.8345457
05/03/2018,10.4,4.4,0.0,6.4,9.0,8.2,10.4,5.2,9.0,5.0,-8.2,-10.0,-8.9,-12.1,7.05,5.9,6.35,7.35,-195.93649950000002,-233.44542769999998,-177.7205744
06/03/2018,12.0,12.2,0.0,9.6,12.8,15.2,9.8,5.0,12.8,13.2,-8.1,-10.2,-9.1,-12.0,8.6,7.9,7.75,8.9,-195.93649950000002,-233.44542769999998,-177.7205744
07/03/2018,4.4,2.6,0.0,5.8,6.4,3.8,7.8,8.4,7.0,5.4,-8.1,-10.4,-8.7,-12.1,9.45,9.7,8.8,7.9,-195.93649950000002,-233.44542769999998,-177.7205744
08/03/2018,0.4,0.6,0.2,0.4,3.0,2.6,3.4,0.6,2.8,7.4,-8.1,-10.4,-9.4,-12.1,11.05,10.15,10.15,8.95,-195.93649950000002,-233.44542769999998,-177.7205744
09/03/2018,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-8.1,-10.2,-9.2,-12.1,11.1,10.6,10.4,9.2,-195.93649950000002,-233.44542769999998,-177.7205744
10/03/2018,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,-8.1,-10.4,-9.0,-12.1,8.7,9.35,8.6,8.3,-195.93649950000002,-233.44542769999998,-177.7205744
11/03/2018,12.8,8.8,12.8,10.0,7.4,10.2,7.2,13.2,10.4,5.4,-8.1,-10.5,-9.6,-12.1,10.7,11.5,10.35,12.05,-186.1396745,-221.7731563,-168.8345457
12/03/2018,17.2,11.2,25.0,11.6,26.8,8.2,15.8,20.2,16.6,17.4,-8.0,-10.4,-9.4,-15.9,9.65,8.75,9.4,10.65,-195.93649950000002,-233.44542769999998,-177.7205744
13/03/2018,7.0,24.0,24.4,4.2,6.8,10.4,15.2,17.6,17.2,8.0,-8.0,-10.4,-9.3,-18.1,10.2,9.7,9.6,9.35,-195.93649950000002,-233.44542769999998,-177.7205744
14/03/2018,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,-8.0,-10.3,-9.2,-18.2,12.35,10.35,10.55,10.5,-195.93649950000002,-233.44542769999998,-177.7205744
15/03/2018,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,-8.0,-10.3,-9.0,-18.2,7.9,8.55,7.45,7.0,-195.93649950000002,-233.44542769999998,-177.7205744
16/03/2018,21.0,13.8,12.2,22.6,34.6,16.4,10.8,12.4,20.4,8.2,-7.9,-10.4,-9.2,-18.2,11.6,11.45,11.5,11.7,-195.93649950000002,-233.44542769999998,-177.7205744
17/03/2018,5.6,13.2,2.6,1.4,2.4,3.4,2.4,7.4,2.4,1.8,-7.9,-10.4,-9.2,-18.2,10.0,8.75,9.25,9.0,-195.93649950000002,-233.44542769999998,-177.7205744
18/03/2018,3.4,1.4,4.0,6.6,6.8,2.2,3.6,3.0,6.2,2.4,-7.9,-10.5,-9.3,-18.1,6.35,6.85,5.6,6.1,-186.1396745,-221.7731563,-168.8345457
19/03/2018,19.2,10.2,13.0,13.2,16.2,10.2,11.2,17.8,13.0,8.0,-7.9,-10.5,-9.3,-18.2,5.55,4.7,4.85,6.85,-195.93649950000002,-233.44542769999998,-177.7205744
20/03/2018,3.4,1.8,3.8,2.0,2.2,1.2,0.8,3.6,1.6,3.4,-7.9,-10.6,-9.3,-18.2,6.25,5.3,5.6,7.45,-195.93649950000002,-233.44542769999998,-177.7205744
21/03/2018,14.4,3.2,13.2,18.8,15.4,7.4,11.4,0.2,22.2,7.0,-7.9,-10.6,-10.6,-18.2,3.9,2.1,3.3,4.9,-195.93649950000002,-233.44542769999998,-177.7205744
22/03/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.9,-10.8,-9.6,-18.2,4.35,2.75,3.15,3.45,-195.93649950000002,-233.44542769999998,-177.7205744
23/03/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.9,-10.7,-9.6,-18.2,5.65,5.3,5.5,5.2,-195.93649950000002,-233.44542769999998,-177.7205744
