Date,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
02/04/2017,5.2,11.45,286.45502739999995
03/04/2017,12.0,9.55,285.9679685
04/04/2017,2.4,11.6,286.00384069999996
05/04/2017,14.5,11.75,286.32539239999994
06/04/2017,12.4,10.7,286.4090661
07/04/2017,0.0,10.55,286.4779599
11/04/2017,5.6,14.25,286.7788145
12/04/2017,0.6,13.95,286.5581728
13/04/2017,0.2,13.75,286.7820897
14/04/2017,0.0,13.55,286.92911910000004
15/04/2017,0.0,13.25,287.02982569999995
16/04/2017,2.0,13.95,287.1842157
17/04/2017,1.0,13.45,286.92724080000005
18/04/2017,3.0,9.95,286.5719101
19/04/2017,1.4,4.75,286.3109447
20/04/2017,0.0,4.55,286.20385489999995
21/04/2017,0.0,5.1,286.45629489999993
22/04/2017,0.0,7.55,286.5600502
23/04/2017,0.0,10.7,284.8843918
24/04/2017,0.0,11.1,285.1916656
25/04/2017,0.0,12.1,285.1545672
26/04/2017,0.0,12.55,285.7000854
27/04/2017,10.4,12.75,285.1102184
28/04/2017,33.4,9.45,284.6511823
29/04/2017,2.4,11.6,284.4912565
30/04/2017,0.0,11.7,284.5599713
01/05/2017,0.0,11.95,284.69091069999996
02/05/2017,0.0,13.6,284.47002319999996
03/05/2017,3.4,13.25,284.48013660000004
04/05/2017,0.0,13.75,284.84361889999997
05/05/2017,0.4,15.4,284.7121872
06/05/2017,0.8,14.55,283.6812059
07/05/2017,1.6,12.6,284.93659260000004
08/05/2017,33.5,11.85,284.83568460000004
09/05/2017,25.7,11.55,284.74059730000005
10/05/2017,0.0,13.65,284.16673910000003
11/05/2017,0.2,16.85,282.0025983
12/05/2017,0.2,19.05,282.00043839999995
13/05/2017,0.0,17.35,282.2620847
14/05/2017,0.0,16.7,283.2068881
15/05/2017,16.4,17.1,283.1913106
16/05/2017,0.0,16.3,281.3795277
17/05/2017,0.0,17.6,284.61365789999996
18/05/2017,0.0,17.95,286.807341
19/05/2017,0.0,18.15,282.6753369
20/05/2017,15.3,14.15,283.58759680000003
21/05/2017,0.2,12.25,285.533332
22/05/2017,0.0,16.4,286.385509
23/05/2017,32.4,17.4,286.6528776
24/05/2017,0.2,17.5,286.42375830000003
25/05/2017,4.0,16.2,286.626628
26/05/2017,0.0,15.2,285.6512042
27/05/2017,0.0,16.35,286.6524543
28/05/2017,0.0,18.35,287.02885089999995
29/05/2017,0.0,18.15,286.0659397
30/05/2017,0.0,19.1,286.8284478
31/05/2017,0.0,19.75,286.90170839999996
01/06/2017,0.0,19.95,286.8994982
02/06/2017,0.0,19.05,286.82793010000006
03/06/2017,0.0,19.6,286.90734080000004
04/06/2017,0.0,20.35,286.87921789999996
05/06/2017,0.0,20.95,286.28123189999997
06/06/2017,2.0,18.3,285.5820478
07/06/2017,0.0,18.45,286.3643435
08/06/2017,0.0,19.65,286.8675473
09/06/2017,0.0,20.15,286.37510039999995
10/06/2017,0.4,21.2,286.3869403
11/06/2017,0.0,21.2,286.29273900000004
12/06/2017,0.0,20.85,285.3902438
13/06/2017,0.0,22.8,285.60131060000003
14/06/2017,0.0,23.05,287.17239889999996
15/06/2017,0.0,23.45,287.77708010000003
16/06/2017,0.0,23.4,288.38205539999996
17/06/2017,19.6,22.05,289.0467915
18/06/2017,0.0,18.95,286.2061508
19/06/2017,0.0,19.6,289.3061664
20/06/2017,0.0,21.9,289.9236996
21/06/2017,0.0,22.4,290.5236353
22/06/2017,15.2,23.3,290.9879992
23/06/2017,0.0,23.1,291.287717
24/06/2017,0.0,23.2,291.6549225
25/06/2017,0.0,23.85,292.2848459
26/06/2017,1.6,23.6,292.9121432
27/06/2017,0.0,24.4,293.55749460000004
28/06/2017,0.6,23.1,292.9867285
29/06/2017,0.4,22.2,294.439253
30/06/2017,0.0,22.1,293.4865359
01/07/2017,0.4,19.6,295.22875580000004
02/07/2017,11.0,19.1,294.3056068
03/07/2017,0.0,19.1,294.4049237
04/07/2017,0.0,21.85,295.6234193
05/07/2017,0.0,24.3,295.7802416
06/07/2017,0.0,25.2,295.71181989999997
07/07/2017,0.0,25.9,295.81987480000004
08/07/2017,0.0,25.85,294.5402742
09/07/2017,0.0,26.2,294.61208839999995
10/07/2017,0.0,26.05,295.4342903
11/07/2017,0.0,25.55,293.061802
12/07/2017,0.0,26.0,295.5889382
13/07/2017,0.0,26.0,295.67146319999995
14/07/2017,31.0,23.85,295.5815736
15/07/2017,24.4,21.65,295.654385
16/07/2017,0.2,19.35,294.8660635
17/07/2017,0.0,20.2,295.35091719999997
18/07/2017,0.0,21.55,295.50219169999997
19/07/2017,0.0,23.05,295.5510162
20/07/2017,0.0,23.4,295.4842514
21/07/2017,0.0,25.3,294.60255750000005
22/07/2017,0.0,24.9,282.3087938
23/07/2017,0.0,24.8,295.507095
24/07/2017,0.0,23.95,295.5224008
25/07/2017,6.6,20.25,295.4739713
26/07/2017,1.2,19.15,295.4049869
27/07/2017,0.0,19.95,295.4620642
28/07/2017,0.0,21.65,295.69434110000003
29/07/2017,0.0,23.0,295.20426610000004
30/07/2017,0.0,25.2,295.23179439999996
31/07/2017,0.2,27.65,295.2068845
01/08/2017,0.0,29.0,295.1331078
02/08/2017,0.0,30.4,293.93027939999996
03/08/2017,0.0,31.1,290.91548339999997
04/08/2017,0.0,30.9,283.0075508
05/08/2017,0.0,30.2,279.5458599
06/08/2017,0.0,28.05,279.89574510000006
07/08/2017,0.0,29.0,279.75957719999997
08/08/2017,0.0,28.45,277.8994841
09/08/2017,0.0,28.95,277.0360834
10/08/2017,0.0,29.15,274.34621269999997
11/08/2017,0.0,21.55,267.73778369999997
12/08/2017,13.8,18.3,264.2501785
13/08/2017,0.0,20.5,262.9659385
14/08/2017,0.0,22.3,258.2781131
15/08/2017,0.0,24.45,253.51633560000002
16/08/2017,0.0,25.5,250.2996651
17/08/2017,0.0,26.45,243.9294081
18/08/2017,0.0,26.1,238.4788856
19/08/2017,0.0,26.2,236.29466000000002
20/08/2017,0.0,24.05,235.6796515
21/08/2017,0.0,22.1,232.925275
22/08/2017,0.0,20.5,229.52371290000002
23/08/2017,0.0,21.85,226.59637310000002
24/08/2017,0.0,24.05,224.71650130000003
25/08/2017,0.0,25.6,221.4396477
26/08/2017,0.0,26.15,218.55055159999998
27/08/2017,0.0,27.75,216.0797671
28/08/2017,0.0,26.85,214.73097819999995
29/08/2017,0.0,25.55,214.78846869999998
30/08/2017,0.0,23.6,215.1568446
31/08/2017,0.0,24.95,215.0094137
01/09/2017,14.3,22.4,213.88913349999999
02/09/2017,1.6,17.4,213.1538985
03/09/2017,4.4,14.75,212.3904338
04/09/2017,0.0,17.05,211.44479390000004
05/09/2017,0.0,18.9,210.17977799999997
06/09/2017,0.0,19.7,208.0344701
07/09/2017,0.0,19.05,205.6504871
08/09/2017,0.0,18.9,204.5712843
09/09/2017,0.0,18.9,203.0262324
10/09/2017,140.8,18.4,201.074759
11/09/2017,59.0,15.1,201.2940017
12/09/2017,0.4,17.4,226.28798769999997
13/09/2017,0.0,16.7,226.63331349999999
14/09/2017,0.0,16.3,277.0259161
15/09/2017,0.0,18.85,295.1912375
16/09/2017,18.5,18.6,295.3685273
17/09/2017,6.1,16.15,295.42541989999995
18/09/2017,0.0,14.7,295.31219139999996
19/09/2017,6.8,15.1,295.2307668
20/09/2017,0.0,12.3,294.7356512
21/09/2017,0.0,13.3,295.43627480000004
22/09/2017,0.0,14.75,295.4287785
23/09/2017,0.0,15.55,295.4936659
24/09/2017,0.0,15.1,295.6846599
25/09/2017,10.9,15.55,297.4706399
26/09/2017,0.2,14.7,300.1609827
27/09/2017,0.0,16.1,293.180223
28/09/2017,0.0,16.25,283.4949026
29/09/2017,0.0,15.75,276.621375
30/09/2017,0.0,14.7,272.0087977
01/10/2017,0.4,15.3,268.876855
02/10/2017,3.8,16.4,267.9028469
03/10/2017,0.0,15.75,260.1447579
04/10/2017,0.0,17.65,253.2624411
05/10/2017,0.0,17.5,247.05257269999998
06/10/2017,1.6,15.05,241.56582110000002
07/10/2017,0.2,10.25,238.45945099999997
08/10/2017,0.0,10.8,238.1181244
09/10/2017,0.0,13.15,236.13079069999998
10/10/2017,8.6,15.45,233.2128962
11/10/2017,0.0,14.8,230.6181642
12/10/2017,0.0,15.45,222.63856030000002
13/10/2017,0.0,15.5,221.109459
14/10/2017,0.0,16.9,217.321754
15/10/2017,0.0,18.6,214.98615
16/10/2017,0.0,18.55,214.1284568
17/10/2017,0.0,17.95,210.6439685
18/10/2017,0.0,16.55,207.37300290000002
19/10/2017,0.0,15.25,206.952423
20/10/2017,0.0,15.6,206.6616075
21/10/2017,0.0,15.0,206.0835421
22/10/2017,8.6,13.05,205.046426
23/10/2017,0.0,9.5,203.7935019
24/10/2017,0.4,10.5,205.4080954
25/10/2017,0.0,12.95,204.3229594
26/10/2017,0.0,13.85,202.3476804
27/10/2017,0.0,13.15,205.2315404
28/10/2017,0.0,11.8,205.4200869
29/10/2017,0.0,10.4,203.72247040000002
30/10/2017,0.0,12.1,202.42084619999997
31/10/2017,0.0,11.75,201.1240064
01/11/2017,0.0,10.3,197.74040359999998
02/11/2017,0.0,11.0,194.0916033
03/11/2017,4.8,8.95,191.8933704
04/11/2017,0.0,12.45,190.6589389
05/11/2017,26.4,12.15,189.0161411
06/11/2017,32.5,8.9,187.7531821
07/11/2017,11.8,7.3,216.111071
08/11/2017,0.2,7.95,223.9227733
09/11/2017,0.2,9.95,221.54346
10/11/2017,0.2,11.5,217.5781139
11/11/2017,0.0,10.75,217.719509
12/11/2017,1.6,10.45,221.72493369999998
13/11/2017,22.3,6.1,225.4145992
14/11/2017,10.2,5.55,259.3897386
15/11/2017,9.6,7.75,295.1046023
16/11/2017,0.4,9.05,294.40369069999997
17/11/2017,0.0,10.6,295.9801211
18/11/2017,0.0,8.5,295.75827960000004
19/11/2017,0.0,7.35,295.5100706
20/11/2017,0.0,6.7,295.4729666
21/11/2017,0.0,8.05,295.5459414
22/11/2017,0.0,9.8,295.7672228
23/11/2017,0.0,9.65,295.7806701
24/11/2017,0.0,8.3,295.7173852
25/11/2017,1.6,10.05,295.5485176
26/11/2017,8.0,7.15,294.1446548
27/11/2017,0.0,3.45,295.1757923
28/11/2017,0.0,2.6,295.3606553
29/11/2017,70.7,6.45,295.30442810000005
30/11/2017,10.0,6.85,294.94456
01/12/2017,0.2,4.2,292.2808907
02/12/2017,0.0,3.6,289.3765766
03/12/2017,3.4,4.25,290.2921898
04/12/2017,0.2,3.55,290.513619
05/12/2017,0.0,4.5,290.49480930000004
06/12/2017,0.0,6.1,290.2257957
07/12/2017,0.0,4.5,289.1983236
08/12/2017,4.4,5.5,289.7843458
09/12/2017,10.2,2.2,289.5708477
10/12/2017,1.6,0.55,288.9780702
11/12/2017,38.8,7.05,289.01471230000004
12/12/2017,14.0,9.15,281.715168
13/12/2017,20.4,6.15,285.1038584
14/12/2017,18.2,5.1,285.36189029999997
15/12/2017,63.7,7.9,285.4003997
16/12/2017,3.6,4.9,283.3420542
17/12/2017,2.6,4.05,286.59731830000004
18/12/2017,0.0,1.75,287.4071353
19/12/2017,0.0,0.7,287.2590029
20/12/2017,0.0,0.7,287.3006026
21/12/2017,0.0,1.1,286.85375580000004
22/12/2017,0.0,4.35,286.4238177
23/12/2017,0.0,7.65,286.3746886
24/12/2017,0.0,8.2,286.3188714
25/12/2017,0.0,6.95,286.2877642
26/12/2017,2.0,5.25,286.14096960000006
27/12/2017,94.9,5.7,286.0215439
28/12/2017,12.6,2.6,285.28335039999996
29/12/2017,10.0,2.5,285.86901789999996
30/12/2017,2.0,3.4,286.28406789999997
31/12/2017,0.0,6.25,285.65863060000004
01/01/2018,5.2,6.2,285.520742
02/01/2018,5.0,5.25,285.433921
03/01/2018,1.2,5.3,285.46622260000004
04/01/2018,0.2,8.75,285.35695069999997
05/01/2018,0.0,8.3,285.1199166
06/01/2018,0.0,9.8,273.0413193
07/01/2018,0.0,11.95,283.4794891
08/01/2018,0.0,13.45,283.83107060000003
09/01/2018,8.3,10.9,283.99679669999995
10/01/2018,9.6,7.3,284.27306160000006
11/01/2018,14.6,5.1,284.4637546
12/01/2018,0.4,6.85,284.8036611
13/01/2018,0.0,5.25,284.9816316
14/01/2018,0.0,4.8,285.1529731
15/01/2018,4.6,6.6,285.409068
16/01/2018,17.8,5.6,283.9526944
17/01/2018,5.8,4.6,283.0114659
18/01/2018,0.4,3.2,282.38807030000004
19/01/2018,7.8,6.05,282.99120760000005
20/01/2018,0.2,7.7,282.0988631
21/01/2018,1.6,7.5,282.1848494
22/01/2018,0.2,5.45,281.84168839999995
23/01/2018,0.0,7.25,282.01426230000004
24/01/2018,0.0,6.2,282.0716175
25/01/2018,0.0,6.35,281.61974219999996
26/01/2018,0.0,6.35,281.4174235
27/01/2018,0.0,7.6,281.1780577
28/01/2018,0.0,7.55,281.1924477
29/01/2018,0.0,8.35,281.2367184
30/01/2018,0.0,6.75,281.5212508
31/01/2018,0.0,5.85,281.64213589999997
01/02/2018,22.4,5.9,282.0379488
02/02/2018,35.5,8.1,282.46081539999994
03/02/2018,36.6,4.7,282.46081539999994
20/02/2018,3.0,4.5,286.56294049999997
21/02/2018,0.0,4.0,287.4811412
22/02/2018,14.2,3.25,288.00177
24/03/2018,0.0,3.95,227.46675180000003
25/03/2018,0.0,5.95,227.221854
26/03/2018,2.6,6.3,227.08726040000002
27/03/2018,0.4,7.0,226.95837310000002
28/03/2018,0.0,8.35,226.9437994
29/03/2018,0.0,11.1,226.9517404
30/03/2018,0.0,11.65,226.9449711
31/03/2018,16.8,6.95,226.94111580000003
01/04/2018,2.2,6.75,226.9487474
02/04/2018,0.2,8.75,226.991171
03/04/2018,0.0,11.3,226.9570889
04/04/2018,0.0,12.65,226.98751430000002
05/04/2018,1.6,11.5,226.9754304
06/04/2018,0.2,12.65,227.0368141
12/04/2018,10.4,10.75,278.1584494
13/04/2018,0.0,11.6,277.4006471
14/04/2018,0.0,15.5,278.2935713
15/04/2018,0.0,17.15,278.4586079
16/04/2018,11.6,15.15,277.78420869999997
17/04/2018,3.0,13.2,277.2966536
27/07/2018,0.6,21.65,278.4293085
28/07/2018,0.0,22.75,279.6416667
29/07/2018,0.0,23.95,280.21874219999995
23/08/2018,11.2,22.25,288.6436626
24/08/2018,0.0,21.8,289.1707452
25/08/2018,0.0,22.0,289.38548189999995
26/08/2018,2.5,18.4,289.4997664
27/08/2018,0.0,18.0,290.2286474
28/08/2018,0.0,20.3,290.5462882
29/08/2018,0.0,22.15,291.1634912
30/08/2018,4.8,21.4,291.75722169999995
31/08/2018,0.2,21.0,292.1744983
01/09/2018,3.6,19.35,290.6908883
02/09/2018,2.4,19.65,290.9878738
03/09/2018,0.0,18.35,292.7731228
04/09/2018,0.0,18.65,293.215641
05/09/2018,0.0,19.9,290.7679676
06/09/2018,0.0,21.2,290.9155214
07/09/2018,5.8,20.45,293.5315011
08/09/2018,0.0,19.2,294.206511
09/09/2018,13.6,21.05,295.1757454
10/09/2018,23.0,20.9,296.34521639999997
11/09/2018,0.0,21.25,290.1845749
12/09/2018,0.0,22.5,290.5679645
13/09/2018,0.0,20.8,290.7044684
14/09/2018,26.0,20.75,290.725616
15/09/2018,0.0,21.6,290.89973419999995
16/09/2018,0.0,21.45,290.841512
17/09/2018,0.0,21.4,290.6817483
18/09/2018,1.8,21.3,290.5659398
19/09/2018,1.2,19.6,289.678396
20/09/2018,3.8,20.3,290.43839280000003
21/09/2018,0.0,20.65,291.15425310000006
22/09/2018,0.0,21.35,291.798964
23/09/2018,0.0,21.2,291.7829323
24/09/2018,0.0,20.3,290.802458
25/09/2018,0.2,15.25,290.8182888
26/09/2018,0.0,11.9,291.958799
27/09/2018,0.0,14.95,292.0140622
28/09/2018,0.0,16.6,292.0569577
29/09/2018,0.0,18.1,292.0592481
30/09/2018,0.0,15.9,292.20149879999997
01/10/2018,15.5,15.0,292.1374438
02/10/2018,0.0,14.8,289.39970139999997
03/10/2018,0.0,16.65,292.0609505
04/10/2018,0.0,19.45,292.1424026
05/10/2018,0.0,18.3,291.6645628
06/10/2018,31.1,14.7,290.1787921
07/10/2018,0.6,15.4,288.3864409
08/10/2018,0.2,16.6,289.9196703
09/10/2018,0.6,17.3,288.8812605
10/10/2018,1.4,17.05,288.4138675
11/10/2018,0.2,16.85,289.8398773
12/10/2018,0.0,16.85,289.8329448
13/10/2018,0.0,16.3,289.7034704
14/10/2018,0.0,16.55,288.7459505
15/10/2018,1.2,15.8,289.7706394
16/10/2018,0.0,17.8,290.1523753
17/10/2018,0.0,18.3,290.2444774
18/10/2018,0.0,18.2,290.09829510000003
19/10/2018,0.0,16.75,289.9936499
20/10/2018,0.0,17.6,290.09387169999997
21/10/2018,27.0,13.65,289.0315952
22/10/2018,15.4,9.7,288.9345757
23/10/2018,0.0,13.15,288.1070375
24/10/2018,0.0,13.55,288.8226
25/10/2018,0.0,15.3,288.7266617
26/10/2018,0.0,15.15,288.60265689999994
27/10/2018,69.6,13.2,288.22128349999997
28/10/2018,120.6,14.2,286.25233439999994
29/10/2018,98.5,13.75,284.2723607
01/11/2018,32.7,13.75,285.1650369
02/11/2018,38.2,12.6,284.8860213
03/11/2018,0.4,16.75,280.61341239999996
04/11/2018,14.1,13.7,280.1491262
05/11/2018,8.4,11.4,277.7575537
06/11/2018,0.2,13.2,279.6956119
07/11/2018,8.6,10.7,278.3616957
08/11/2018,0.2,10.75,277.70396830000004
09/11/2018,0.0,11.5,277.7286581
10/11/2018,0.0,11.65,279.4017358
11/11/2018,0.0,12.2,281.26840110000006
12/11/2018,0.0,13.05,285.3936828
13/11/2018,0.0,12.5,286.03536280000003
14/11/2018,0.0,13.05,287.2270905
15/11/2018,0.0,11.55,212.3341951
16/11/2018,0.0,10.45,222.33611980000003
17/11/2018,0.0,7.9,256.3078433
18/11/2018,0.0,7.55,280.84961789999994
19/11/2018,47.4,6.0,281.020619
20/11/2018,71.6,11.5,279.9291829
21/11/2018,0.2,10.05,274.43654360000005
22/11/2018,1.0,10.1,274.39348989999996
23/11/2018,0.0,9.85,274.4882009
24/11/2018,26.9,10.35,274.2702618
25/11/2018,46.3,10.15,274.315291
26/11/2018,7.4,6.85,275.5901356
27/11/2018,8.4,7.2,274.95444910000003
28/11/2018,0.0,6.3,275.6707627
29/11/2018,0.0,6.55,275.6143381
30/11/2018,0.0,6.15,275.56805069999996
01/12/2018,0.0,8.9,275.01490099999995
02/12/2018,0.0,8.2,274.8623692
03/12/2018,3.2,8.0,274.8608014
04/12/2018,0.4,11.1,274.69698900000003
05/12/2018,0.0,9.55,274.7892025
06/12/2018,0.0,8.0,274.9078507
07/12/2018,0.0,8.0,274.9212928
08/12/2018,8.6,6.95,274.76074750000004
